Date,DeedTransfersPhilly,YieldCurve,SahmRule,WagesPhillyMSA,NonfarmEmployeesPhillyMSA,NonfarmEmployeesPhilly,PersonalSavingsRate,NYCGasPrice,CarSales,RealRetailFoodServiceSales,UnemploymentRate,PPI,UnemploymentPhillyMSA,UnemploymentPhilly,CorporateProfits,RealGDP,AlcoholSales,PrimeEPOP,UncertaintyIndex,HousePriceIndexPhillyMSA,BuildingPermitsPhillyMSA,EconomicConditionsPhillyMSA,CPIPhillyMSA,InitialClaimsPA,ContinuedClaimsPA,NewManufacturingOrders,ConsumerConfidence,ManufacturingHoursWorked,PCE,RealDisposablePersonalIncome,HousingStarts,HousingSupply,GovtSocialBenefits,GDPPriceIndex,GDP,PCEPriceIndex,CPIU,10YearTreasury,3MonthTreasury,FedFundsRate,OilPriceWTI,FHFAHousePriceIndex,NonfarmEmployment,PersonalIncome,Wage&Salaries,NonresidentialInvestment,ResidentialInvestment,TotalBusinessSales,SP500,AmusementBase,GrossReceiptsBase,NetIncomeBase,NPTBase,ParkingBase,RTTBase,SalesBase,WageBase
1996-01-01,12.541118554548564,0.6403225806451613,0.1333333333333333,633.494864262476,2487.8,673.3000000000001,6.666666666666667,0.5408095238095237,15.481,136411.66666666666,5.533333333333334,126.3,5.666666666666667,7.614220718890713,772.255,10824.674,1929.3333333333333,79.86666666666667,87.24805941675116,105.32,1192.4751453992496,2.9933333333333336,161.11394955015322,24283.79491238504,182671.7872990284,48964.66666666666,100.52735796139432,40.7,5130.599999999999,7882.633333333334,1460.6666666666667,5.966666666666666,674.991,72.655,7868.468,72.559,155.06666666666666,5.91,4.93,5.363333333333333,19.76,113.69,118680.66666666669,6520.965,3524.4666666666667,1003.747,344.725,665407.3333333334,637.01,25221361.2,218776592.33000004,224748161.84769225,38404104.630802855,45055375.13333335,417315784.0,2202700600.0,5917817441.527964
1996-04-01,13.409479314344264,0.60328125,-0.0233333333333333,634.204732046897,2519.1,673.9333333333333,6.5,0.6411746031746032,15.571666666666667,137903.33333333334,5.5,127.83333333333331,5.466666666666666,7.307742314610826,784.776,11005.217,1930.6666666666667,80.0,75.46837618042483,103.41,1419.8968173816302,4.32,162.29931632138772,21467.4366737028,162867.50652151735,50054.333333333336,100.70386010934232,41.36666666666667,5220.533333333334,7954.866666666666,1495.6666666666667,5.966666666666666,680.667,72.952,8032.84,73.04466666666667,156.4,6.72,5.02,5.243333333333333,21.69666666666667,114.45,119471.66666666669,6649.846,3589.933333333333,1026.468,361.399,683338.6666666666,658.9666666666667,36110132.0,1794259068.4900005,1843233881.773846,212133651.6024183,47850911.46666667,313479079.99999994,1707329000.0,5709552633.158832
1996-07-01,19.12128678989192,0.6,-0.0666666666666666,634.7993709178891,2527.633333333333,675.9,6.666666666666667,0.616140625,15.364666666666666,138152.33333333334,5.266666666666667,128.16666666666666,5.366666666666667,7.133137911084951,790.044,11103.935,1944.0,80.43333333333334,77.12922555800857,102.37,1450.41691142868,2.47,163.2567046593718,20989.154252433,156356.04666218732,50550.333333333336,101.04787432455232,41.5,5274.5,8019.3,1501.3333333333333,5.3,683.711,73.306,8131.408,73.356,157.29999999999998,6.78,5.096666666666667,5.306666666666667,22.39,115.17,120206.0,6725.853,3647.2333333333336,1058.965,364.315,690877.0,660.5433333333334,45949333.4,136305054.77627122,137691781.14,17881575.436444603,44402845.06666667,431828708.0,2141674200.0,5757144908.413025
1996-10-01,27.68672465661819,0.550483870967742,0.0333333333333333,645.66761185295,2538.9,672.0333333333333,6.400000000000001,0.67653125,15.401000000000002,139499.0,5.333333333333333,128.4333333333333,5.266666666666667,7.226994446024648,810.914,11219.238,1906.6666666666667,80.53333333333333,61.661538858329095,103.39,1585.0833929865366,3.286666666666666,164.64009802783517,21429.51836569022,153682.50709200045,51995.0,101.35269239570368,41.53333333333333,5352.766666666666,8062.033333333333,1417.0,5.266666666666667,688.911,73.616,8259.771,73.85566666666666,158.66666666666666,6.343333333333334,4.976666666666667,5.28,24.606666666666666,115.83,120919.0,6817.457,3704.2666666666655,1083.597,361.806,699627.3333333334,726.7933333333334,56777070.2,45027615.90847457,45485713.24153845,22359444.432012312,46875206.06666667,576954906.6666666,2126914700.0,5832125534.3296585
1997-01-01,27.40700950032645,0.5223333333333333,0.12,651.303280089495,2555.733333333333,666.6,6.266666666666667,0.6383606557377048,15.589666666666668,140960.66666666666,5.233333333333333,128.5,5.1000000000000005,7.045955345163002,839.036,11291.665,1950.3333333333333,80.5,58.61248278265431,103.74,1665.8595119806432,3.5033333333333334,165.70469006497473,18583.607392780672,149252.23189555568,53479.333333333336,101.576705759154,41.6,5433.099999999999,8138.766666666666,1432.6666666666667,4.433333333333334,704.464,73.946,8362.655,74.182,159.63333333333333,6.5633333333333335,5.06,5.276666666666666,22.76,116.57,121675.66666666669,6939.356,3776.366666666667,1107.299,365.359,713321.6666666666,785.59,26804719.4,262696443.640678,265369037.73230767,45825761.690065525,46120290.60000002,398526049.3333334,2293903700.0,6130582612.894815
1997-04-01,35.08250887110997,0.42375,-0.1033333333333333,653.3468763833899,2569.9,665.3333333333334,6.633333333333333,0.586546875,14.89,140333.0,5.0,127.2,4.933333333333334,6.947309743258964,861.635,11479.33,1992.6666666666667,80.73333333333333,78.46744432899767,103.41,1522.0828348447833,3.4333333333333336,166.22041442098435,20297.5194403772,144765.8124816468,54980.0,102.06211917521966,41.7,5471.233333333334,8210.933333333334,1476.0,4.566666666666666,707.548,74.314,8518.825,74.36766666666666,160.0,6.696666666666666,5.046666666666667,5.523333333333333,19.926666666666662,117.52,122550.33333333331,7022.275,3835.633333333333,1129.567,372.277,718286.6666666666,824.4366666666666,52618232.2,1961411113.250848,1981365916.14,210303554.0102853,50448182.53333334,392813520.0,2086747400.0,5845702356.992066
1997-07-01,31.489415594066404,0.3384375,0.0,663.7658451256041,2593.4666666666667,666.1999999999999,6.1000000000000005,0.63753125,15.604,142687.0,4.866666666666667,127.2,4.733333333333333,6.896006165314696,896.641,11622.911,2016.6666666666667,81.16666666666667,61.47466907358798,104.2,1486.9092469357536,4.253333333333333,166.9481156307,20649.018800248286,142717.2256053922,59114.66666666666,102.364372650962,41.66666666666666,5579.166666666667,8307.566666666668,1457.6666666666667,4.3,709.184,74.535,8662.823,74.56400000000001,160.79999999999998,6.243333333333333,5.046666666666667,5.533333333333334,19.80333333333333,118.36,123260.33333333331,7135.314,3902.966666666666,1178.364,378.952,729223.3333333334,929.85,45589075.99999999,117965767.83652176,116136273.91846152,22771039.68821814,46227574.6,592029884.3333334,2785702100.0,6084624845.69033
1997-10-01,12.403287043741969,0.1717741935483871,-0.0666666666666666,683.1541743861541,2614.0,672.5666666666666,6.333333333333333,0.5532698412698412,15.909999999999998,142568.33333333334,4.666666666666667,127.5,4.566666666666666,6.593765858852376,881.587,11722.722,2055.333333333333,81.03333333333333,68.48718633681992,105.33,1573.1731658665133,3.776666666666667,166.90255693465508,20802.60773888353,145189.24994930223,57983.333333333336,102.34225412955232,41.86666666666667,5663.633333333334,8429.9,1532.0,4.2,710.244,74.802,8765.907,74.79766666666667,161.66666666666666,5.906666666666666,5.09,5.506666666666667,19.95,119.65,124234.66666666669,7273.02,3992.4,1181.123,385.754,733815.6666666666,950.8166666666666,62648836.2,108678986.02086958,106993517.8753846,16270035.066584945,49325283.73333333,714270666.3333333,2227887400.0,6186020719.032707
1998-01-01,20.551453254441338,0.141311475409836,-0.01,675.608988871879,2627.8,674.8000000000001,7.433333333333334,0.4577049180327869,15.142,143282.66666666666,4.633333333333333,125.03333333333336,4.433333333333334,6.580405688893379,812.675,11839.876,2086.0,81.0,86.0920477632688,107.3,1900.6647206441169,2.57,167.09425672671586,21069.1126754538,142811.7666560982,57948.333333333336,102.58506747887168,41.73333333333333,5721.333333333333,8607.366666666667,1558.6666666666667,4.0,719.697,74.878,8866.48,74.80366666666667,162.0,5.586666666666667,5.053333333333334,5.52,15.966666666666669,121.14,124998.66666666669,7434.561,4074.9,1212.378,394.846,737892.6666666666,1021.31,33085502.0,222161881.92000005,218716443.30461532,55641414.36199053,48896118.93333333,701949259.0,2179858500.0,6506575082.052738
1998-04-01,14.305980001274603,0.0349206349206349,-0.1,697.8618486542599,2632.733333333333,672.9,6.966666666666666,0.4633015873015872,16.58366666666667,146027.33333333334,4.4,124.93333333333334,4.333333333333333,6.331561015530919,809.423,11949.492,2087.6666666666665,81.03333333333333,77.42446193205014,107.62,1628.22123425649,2.473333333333333,167.67489126968658,21693.70009862628,139192.2327540814,57834.66666666666,102.51564148340232,41.36666666666667,5832.566666666667,8725.733333333334,1572.3333333333333,3.9,720.665,75.072,8969.699,74.93866666666666,162.53333333333333,5.596666666666667,4.976666666666667,5.5,14.660000000000002,122.82,125790.66666666669,7561.053,4145.5,1247.103,411.33,739770.0,1109.67,46712162.99999999,1948422342.3547823,1918204874.2661536,202918760.6988468,52854437.93333335,673084212.6666666,2516083800.0,6036549747.890856
1998-07-01,13.32570917983566,0.07125,0.1233333333333333,697.3868501228909,2648.833333333333,671.9666666666667,6.7,0.418421875,15.259,145345.66666666666,4.533333333333333,124.3,4.2,6.309695770418874,817.632,12099.191,2120.6666666666665,81.2,112.519812864936,107.1,1576.8006506637132,2.9333333333333336,168.27932165984276,21135.28437246685,140637.10431684766,58195.0,102.04704320481136,41.36666666666667,5926.866666666666,8813.633333333333,1631.3333333333333,4.066666666666666,723.465,75.363,9121.097,75.17066666666666,163.36666666666667,5.203333333333333,4.823333333333333,5.533333333333334,14.223333333333334,124.42,126500.0,7668.149,4217.400000000001,1261.652,427.55,738341.6666666666,1083.9466666666665,48591320.8,83405348.63063064,79255777.31538461,23767543.68771589,50274441.26666667,696786239.0000001,2447883500.0,6672605117.37152
1998-10-01,16.95600222117929,0.2856451612903226,0.1233333333333333,723.9423234173911,2662.6,681.4333333333333,6.1000000000000005,0.3713650793650794,16.886,148936.66666666666,4.433333333333334,123.46666666666664,4.1,6.074762928243505,794.071,12294.737,2152.6666666666665,81.2,92.05754153542324,109.14,1649.81240241232,3.1366666666666667,169.76010973408904,20360.41675619496,137978.82563449885,58433.0,101.79000508778668,41.43333333333333,6028.233333333334,8883.4,1722.3333333333333,3.766666666666667,724.717,75.565,9293.991,75.36866666666667,164.13333333333333,4.670000000000001,4.253333333333333,4.86,12.936666666666667,126.45,127257.66666666669,7762.884,4288.666666666667,1295.444,441.503,752795.6666666666,1122.3166666666666,57958858.4,129321385.71171172,122887406.09999998,31628087.4632463,51454014.8,621270606.3333334,2605357200.0,6269733325.232551
1999-01-01,60.95481057216597,0.1391803278688524,-0.0333333333333333,699.7721922614121,2679.6666666666665,679.6999999999999,6.233333333333333,0.3651311475409836,16.840666666666667,151164.33333333334,4.3,122.6,4.0,5.933529878077343,847.051,12410.778,2149.333333333333,81.53333333333333,69.94662062256643,109.84,1677.1812777522366,3.4966666666666666,168.7848537690985,20715.64074875001,139580.04399332023,58464.333333333336,102.319709295952,41.333333333333336,6102.033333333333,8980.4,1709.3333333333333,4.0,735.53,75.769,9411.682,75.51733333333333,164.73333333333332,4.983333333333333,4.406666666666667,4.733333333333333,13.07,128.3,128018.66666666669,7859.136,4364.599999999999,1322.305,447.363,762872.3333333334,1259.003333333333,31099986.4,258245585.01261264,245397386.55230767,61107673.92723026,51705894.79999999,563254206.6666666,2315877500.0,7138766322.703803
