Date,DeedTransfersPhilly,YieldCurve,SahmRule,WagesPhillyMSA,NonfarmEmployeesPhillyMSA,NonfarmEmployeesPhilly,PersonalSavingsRate,NYCGasPrice,CarSales,RealRetailFoodServiceSales,UnemploymentRate,PPI,UnemploymentPhillyMSA,UnemploymentPhilly,CorporateProfits,RealGDP,AlcoholSales,PrimeEPOP,UncertaintyIndex,HousePriceIndexPhillyMSA,BuildingPermitsPhillyMSA,EconomicConditionsPhillyMSA,CPIPhillyMSA,InitialClaimsPA,ContinuedClaimsPA,NewManufacturingOrders,ConsumerConfidence,ManufacturingHoursWorked,PCE,RealDisposablePersonalIncome,HousingStarts,HousingSupply,GovtSocialBenefits,GDPPriceIndex,GDP,PCEPriceIndex,CPIU,10YearTreasury,3MonthTreasury,FedFundsRate,OilPriceWTI,FHFAHousePriceIndex,NonfarmEmployment,PersonalIncome,Wage&Salaries,NonresidentialInvestment,ResidentialInvestment,TotalBusinessSales,SP500,AmusementBase,GrossReceiptsBase,NetIncomeBase,NPTBase,ParkingBase,RTTBase,SalesBase,WageBase
1998-07-01,13.32570917983566,0.07125,0.1233333333333333,697.386850120441,2648.833333333333,671.9666666666667,6.7,0.418421875,15.259,145345.66666666666,4.533333333333333,124.3,4.2,6.31055732234237,817.632,12099.191,2120.6666666666665,81.2,111.91422510508951,107.1,1576.8006506642766,2.9333333333333336,168.27484661457495,21135.56365568415,140801.43856714052,58195.0,102.04261802560166,41.36666666666667,5926.866666666666,8813.633333333333,1631.3333333333333,4.066666666666666,723.465,75.363,9121.097,75.17066666666666,163.36666666666667,5.203333333333333,4.823333333333333,5.533333333333334,14.223333333333334,124.42,126500.0,7668.149,4217.400000000001,1261.652,427.55,738341.6666666666,1083.9466666666665,48591320.8,83405348.63063064,79255777.31538461,24098643.764816545,50274441.26666667,696786239.0000001,2447883500.0,6687895824.612277
1998-10-01,16.95600222117929,0.2856451612903226,0.1233333333333333,723.9423234112579,2662.6,681.4333333333333,6.1000000000000005,0.3713650793650794,16.886,148936.66666666666,4.433333333333334,123.46666666666664,4.1,6.075252929251715,794.071,12294.737,2152.6666666666665,81.2,92.2330105459553,109.14,1649.8124024131232,3.1366666666666667,169.75392951124186,20357.719022854297,137853.08620153737,58433.0,101.78759654909268,41.43333333333333,6028.233333333334,8883.4,1722.3333333333333,3.766666666666667,724.717,75.565,9293.991,75.36866666666667,164.13333333333333,4.670000000000001,4.253333333333333,4.86,12.936666666666667,126.45,127257.66666666669,7762.884,4288.666666666667,1295.444,441.503,752795.6666666666,1122.3166666666666,57958858.4,129321385.71171172,122887406.09999998,32068690.932213068,51454014.8,621270606.3333334,2605357200.0,6284100825.641673
1999-01-01,60.95481057216597,0.1391803278688524,-0.0333333333333333,699.772192272286,2679.6666666666665,679.6999999999999,6.233333333333333,0.3651311475409836,16.840666666666667,151164.33333333334,4.3,122.6,4.0,5.932323238734934,847.051,12410.778,2149.333333333333,81.53333333333333,70.14473036920575,109.85,1677.1812777512832,3.4966666666666666,168.76328860682355,20713.14076747996,139512.92020990557,58464.333333333336,102.31314486403834,41.333333333333336,6102.033333333333,8980.4,1709.3333333333333,4.0,735.53,75.769,9411.682,75.51733333333333,164.73333333333332,4.983333333333333,4.406666666666667,4.733333333333333,13.07,128.3,128018.66666666669,7859.136,4364.599999999999,1322.305,447.363,762872.3333333334,1259.003333333333,31099986.4,258245585.01261264,245397386.55230767,61958950.60161392,51705894.79999999,563254206.6666666,2315877500.0,7155125268.569858
1999-04-01,-4.326194339411245,0.25703125,-0.0133333333333333,712.543045336537,2697.8,684.0333333333333,4.833333333333333,0.4938730158730159,17.279666666666667,153175.33333333334,4.266666666666667,124.5,4.066666666666666,6.2303210461858,840.208,12514.408,2195.6666666666665,81.36666666666667,62.77541095321638,110.16,1750.54971830437,2.433333333333333,171.6292596791842,20192.934383096697,138045.52507368306,59262.66666666666,102.43611608978632,41.333333333333336,6230.633333333334,8991.066666666668,1574.3333333333333,3.9333333333333336,738.63,76.112,9526.21,75.94666666666667,165.96666666666667,5.54,4.453333333333333,4.746666666666667,17.650000000000002,130.21,128832.0,7922.929,4409.333333333333,1353.96,459.27,777539.6666666666,1329.7933333333333,58215740.99999999,2137584694.2738743,2031235877.598461,277261731.9192427,55668010.53333335,544519930.6666666,2551559200.0,6351077084.211174
1999-07-01,24.962350905353333,0.250625,0.02,730.872197695703,2705.766666666667,685.5666666666666,4.533333333333333,0.636921875,17.663666666666668,155302.33333333334,4.233333333333333,126.86666666666667,4.1,6.525433825547001,823.719,12679.977,2204.0,81.26666666666667,52.97951475015528,110.81,1628.3218744383869,1.8866666666666667,172.72845166723403,19680.66014300544,137387.50331900697,62345.66666666666,102.35670266179368,41.43333333333333,6335.333333333333,9059.8,1650.6666666666667,4.166666666666667,741.09,76.404,9686.626,76.36433333333333,167.20000000000002,5.883333333333333,4.65,5.093333333333334,21.72666666666667,132.22,129590.66666666669,8038.308,4473.666666666667,1386.594,466.625,792637.0,1342.2166666666667,55076698.6,156715641.18867928,142210694.74615383,11040260.068004182,52921253.8,713179985.3333334,2712191900.0,6574882032.270684
1999-10-01,1037.7781545925238,0.1966129032258064,-0.0433333333333333,744.9499641395779,2720.3,691.4,4.4,0.6754920634920635,17.875333333333334,157655.0,4.066666666666666,127.93333333333334,4.1,6.157107444535508,828.66,12888.281,2244.333333333333,81.53333333333333,54.55270532792788,111.41,1638.685849468167,2.9066666666666667,173.91199538997682,16962.15185482234,131832.07947461348,62917.0,102.44332594703,41.4,6467.033333333333,9181.0,1654.6666666666667,4.266666666666667,744.162,76.806,9900.169,76.82833333333333,168.43333333333334,6.140000000000001,5.043333333333334,5.306666666666667,24.596666666666668,134.2,130475.0,8206.872,4584.066666666667,1395.049,473.806,810839.6666666666,1373.2300000000002,77332635.39999999,175741349.09811324,159475462.44461536,38737579.10784255,55781431.2,589375437.6666666,2413867600.0,6999395836.872991
2000-01-01,3273.360610769698,-0.0579365079365079,-0.01,749.446446028164,2730.5,697.8000000000001,4.6000000000000005,0.8090161290322581,18.793000000000003,159756.0,4.033333333333333,129.63333333333335,3.9,5.774506442616275,808.499,12935.252,2292.0,81.76666666666667,58.03056717328837,111.71,1733.975529414323,2.486666666666667,175.08316719353024,17168.549324600204,125221.46309190722,62038.0,102.83618181853632,41.46666666666667,6618.233333333334,9341.533333333333,1659.0,4.3,756.821,77.318,10002.179,77.45233333333333,170.1,6.48,5.5200000000000005,5.676666666666667,28.82333333333333,136.57,131244.66666666666,8443.321,4751.5,1450.25,484.243,824357.0,1418.89,27768811.0,320857975.77358496,291160699.10769224,39436103.4677562,52754286.26666668,571989599.666667,2666377200.0,7128637917.856593
2000-04-01,3457.66011105038,-0.3877777777777778,-0.02,748.8584729684591,2744.433333333333,699.6999999999999,4.8,0.8663492063492063,17.826,158635.33333333334,3.9333333333333336,132.03333333333333,3.866666666666666,5.541389077570172,798.135,13170.749,2345.333333333333,81.63333333333334,86.00331694721595,114.65,1516.484348088943,1.9266666666666663,176.06632551073653,18575.533348716897,127247.41725368706,65486.333333333336,102.730214961921,41.36666666666667,6711.900000000001,9452.966666666664,1586.6666666666667,4.533333333333334,772.861,77.783,10247.72,77.82133333333333,171.4333333333333,6.176666666666667,5.713333333333334,6.273333333333333,28.776666666666667,138.86,132016.66666666666,8586.022,4779.066666666667,1498.729,486.613,834201.3333333334,1447.2666666666669,70655564.4,2451589901.7849064,2224680960.503077,214541551.12784785,59024273.333333336,800395417.3333334,4454023600.0,7613272974.884021
2000-07-01,3130.3190837945103,-0.3271428571428571,0.02,759.77188920613,2745.5333333333333,697.5333333333333,4.933333333333334,0.8965806451612903,17.833666666666666,158590.33333333334,4.0,133.76666666666665,3.966666666666667,5.673729995300056,781.208,13183.89,2411.333333333333,81.16666666666667,45.627745681675655,115.77,1591.6069284442935,1.8633333333333333,176.8280151971654,19055.866865517437,132069.83646964468,65024.333333333336,102.580723151732,41.2,6819.966666666667,9575.433333333332,1503.6666666666667,4.166666666666667,777.541,78.27,10318.165,78.32266666666668,173.0,5.8933333333333335,6.016666666666667,6.52,31.613333333333333,141.05,132271.0,8746.934,4871.3,1519.657,483.08,836201.0,1475.503333333333,59554138.8,165819484.58217826,143374192.06615385,31619575.886926465,55919350.66666666,588824622.6666666,2858860500.0,7020750466.867366
2000-10-01,3443.057936798928,-0.1483870967741935,-0.01,768.938746572212,2756.4,689.3333333333334,4.633333333333334,0.8798571428571428,16.790000000000003,158552.0,3.9,135.53333333333333,4.0,5.498859296511104,758.394,13262.25,2423.0,81.26666666666667,101.85091976948742,117.84,1507.5382366040333,1.9966666666666668,178.18859862954224,19652.246464487856,143197.15208085606,62901.0,102.075802350433,40.86666666666667,6918.599999999999,9634.933333333332,1544.0,3.9333333333333336,786.545,78.694,10435.744,78.76566666666666,174.23333333333335,5.566666666666666,6.016666666666667,6.473333333333334,31.99,143.5,132541.0,8847.395,4897.933333333333,1525.091,487.792,838207.0,1366.37,78654841.39999999,199417695.37821785,172424555.7184615,15847253.436138004,58552382.66666667,841929393.6666666,2679204500.0,7166517553.296
2001-01-01,3273.052635431593,0.4640322580645161,0.21,779.733476612559,2757.7000000000003,693.8333333333334,5.066666666666666,0.8124032258064516,17.575333333333333,158056.0,4.233333333333333,137.76666666666668,4.0,5.869768653921804,747.995,13219.251,2465.6666666666665,81.33333333333333,123.77548092598263,121.37,1327.6255694742465,1.0566666666666666,179.43813920542553,20106.90243034959,151202.0626070102,59883.66666666666,100.78653834647866,40.53333333333333,6995.3,9713.366666666669,1605.0,3.766666666666667,817.332,79.233,10470.231,79.34933333333333,175.9,5.05,4.816666666666666,5.593333333333334,28.816666666666663,146.15,132745.33333333334,9009.227,4979.466666666666,1505.248,496.716,831657.0,1275.743333333333,51736880.4,325534437.00990105,281470160.2384615,36928370.49274219,56303246.53333335,547735766.0,2725094900.0,7554093233.348394
2001-04-01,3345.0844673812803,1.0844444444444443,0.4666666666666666,775.651329883028,2755.0,689.6,4.666666666666667,0.8642222222222222,17.070666666666668,158583.66666666666,4.4,136.23333333333335,4.033333333333333,5.908954007789453,777.974,13301.394,2457.6666666666665,80.76666666666667,109.18228681846884,124.21,1470.06516694088,0.21,181.5600322900264,24438.77697138548,169532.92568262687,55622.66666666666,100.621683083413,40.36666666666667,7042.233333333334,9688.433333333332,1630.0,4.033333333333334,831.04,79.761,10599.0,79.72066666666667,177.13333333333333,5.27,3.66,4.326666666666667,27.906666666666663,148.52,132388.0,9032.446,4961.400000000001,1473.585,511.008,820448.0,1232.9733333333334,68869250.6,2995051452.201981,2589641882.183077,242109105.1204461,86162666.53333333,589019876.0000001,2867257500.0,8620195525.367376
2001-07-01,3417.3105830178083,1.3195081967213114,0.6866666666666666,779.421460349589,2748.4,687.3000000000001,6.4,0.7405079365079366,16.392,157068.0,4.833333333333333,133.36666666666667,4.4,6.113923828051119,746.705,13248.142,2454.333333333333,80.3,124.21876995170882,127.34,1375.4686785250433,-0.4133333333333333,181.9810534860475,24615.98983483759,184193.16510796265,52780.0,100.27798619660044,40.36666666666667,7070.333333333333,9899.766666666668,1599.6666666666667,4.333333333333333,849.432,80.003,10598.02,79.76100000000001,177.63333333333333,4.98,3.17,3.4966666666666666,26.666666666666668,150.78,131986.66666666666,9009.681,4935.933333333333,1452.58,522.446,810950.3333333334,1142.53,61320168.8,9224795.033333331,7581270.756923073,3512353.580208885,61597457.13333334,741625313.6666667,2813019500.0,7055503634.365119
2001-10-01,3491.439315492445,1.895,1.3866666666666667,779.5742109104871,2739.933333333333,682.1,3.466666666666667,0.5473387096774194,18.85033333333333,162507.33333333334,5.5,129.4,4.866666666666667,6.6689452399751366,762.185,13284.881,2496.6666666666665,79.8,166.38649619424157,129.92,1638.9176690724134,-0.4666666666666666,182.04393348192252,26830.828302279704,207526.98478450885,50787.0,99.94353510044652,40.13333333333333,7187.3,9735.366666666669,1570.0,4.066666666666666,865.236,80.261,10660.465,79.79366666666667,177.5,4.7700000000000005,1.906666666666667,2.1333333333333333,20.4,153.15,131193.0,8999.87,4937.733333333334,1408.856,522.064,810038.0,1117.0666666666666,86440319.0,170202927.25833336,139878931.78153846,27395899.44552113,57963983.06666668,691833190.3333334,2325336200.0,7575218478.348475
2002-01-01,3566.4428104530025,1.8786666666666667,1.4900000000000002,796.4679587096359,2744.9,682.4333333333333,5.6000000000000005,0.5983166666666667,16.977999999999998,159645.33333333334,5.7,128.9,5.233333333333333,7.044775400470195,852.492,13394.91,2514.0,79.66666666666667,107.67389882978028,132.91,1467.5365578524395,0.4399999999999999,182.6582557202429,22241.92470807757,205974.0690038159,48478.66666666666,100.79091209182734,40.3,7217.733333333334,9963.933333333332,1723.0,4.1000000000000005,895.005,80.475,10783.5,79.95433333333334,178.0666666666667,5.076666666666667,1.72,1.7333333333333334,21.656666666666663,155.68,130768.33333333331,9041.513,4945.866666666667,1374.027,538.339,807298.0,1131.5566666666666,74132548.8,393699078.2666667,323556165.5630769,63854151.53051513,63520792.33333332,653243629.0,2928937700.0,7281640545.126526
2002-04-01,3856.650976543299,1.8721875,1.41,797.2798698020321,2737.833333333333,683.6,5.966666666666666,0.721546875,16.939333333333334,159947.66666666666,5.833333333333333,130.83333333333334,5.3,7.292598487189859,883.237,13477.356,2508.333333333333,79.36666666666667,98.38619597373716,136.34,1540.1302886838132,0.1266666666666666,184.3049948327346,22931.596986867797,207101.06975982408,49830.333333333336,100.93897812075768,40.63333333333333,7307.966666666667,10044.533333333333,1691.0,4.166666666666667,921.04,80.794,10887.46,80.54733333333333,179.46666666666667,5.1000000000000005,1.7133333333333332,1.75,26.246666666666663,158.55,130644.33333333331,9141.317,4998.333333333333,1357.267,554.846,823315.6666666666,1068.4,54822625.2,2863630475.762501,2353435269.410769,259624660.9879076,69836955.13333334,1137723999.0,2742100400.0,7427736748.344832
2002-07-01,3719.379411801283,2.03359375,1.12,797.134993734662,2734.2666666666664,684.9333333333334,5.566666666666667,0.7705873015873016,17.753666666666664,160992.33333333334,5.733333333333333,131.66666666666666,5.333333333333333,7.291618680301159,914.591,13531.741,2484.333333333333,79.26666666666667,118.04574540681986,140.76,1533.7423102916734,1.08,187.27199267587235,23144.91914312689,204547.5909005376,49577.333333333336,100.14977068553485,40.46666666666667,7397.133333333334,10059.466666666667,1697.3333333333333,4.033333333333333,925.166,81.155,10984.04,80.96466666666667,180.4333333333333,4.260000000000001,1.643333333333333,1.74,28.34,161.58,130556.0,9188.351,5012.133333333334,1348.884,558.88,830711.0,894.65,60654379.8,81383548.72173916,64097117.52923078,-3055018.786514875,62982668.13333334,826257587.3333334,2774170800.0,7351906244.000999
2002-10-01,3580.0950531234635,2.1151612903225807,0.4333333333333333,795.143948086309,2736.5333333333333,683.4333333333334,5.666666666666667,0.8018888888888889,16.881666666666664,160698.0,5.866666666666667,133.06666666666666,5.466666666666666,7.463148467683314,996.528,13549.421,2472.6666666666665,79.0,129.96070046796993,144.23,1503.3312076636632,0.3566666666666667,186.2237460147683,25619.10371152656,214601.64060798663,49156.66666666666,99.7157800675955,40.4,7472.966666666667,10123.4,1729.6666666666667,4.0,930.775,81.627,11061.433,81.342,181.5,4.006666666666667,1.3333333333333333,1.4433333333333334,28.21666666666667,164.82,130569.66666666669,9272.596,5027.066666666667,1331.215,578.313,832504.3333333334,887.9133333333333,88538568.6,54704723.769565225,43085060.35846153,35786045.73826877,62582153.86666667,918004275.3333334,2509028700.0,7350130990.302095
2003-01-01,3684.01362524132,2.270983606557377,0.1866666666666666,812.089274481959,2727.4,681.6666666666666,5.233333333333333,0.9419016393442622,16.429666666666666,160471.0,5.866666666666667,138.03333333333333,5.5,7.434376862743625,988.608,13619.434,2469.0,78.93333333333334,196.4487299975059,146.65,1651.3653458586532,-0.2666666666666666,187.4971446988492,23836.89108465265,219811.89359259885,49927.0,99.4584239592761,40.333333333333336,7567.133333333334,10117.566666666668,1736.0,4.2,947.675,82.068,11174.129,81.964,183.36666666666667,3.92,1.1566666666666665,1.25,34.096666666666664,167.73,130418.33333333331,9313.645,5027.0,1332.696,601.444,844503.6666666666,859.8333333333334,48534093.2,428686950.3000001,337630863.58615375,10918760.091556136,65143044.79999998,840208407.3333331,2767031900.0,7642440772.364754
2003-04-01,3632.105024801367,2.199047619047619,0.2433333333333333,825.795062277922,2726.5333333333333,675.0333333333333,5.3,0.7892063492063491,16.744666666666667,162352.0,6.133333333333333,137.16666666666666,5.5,7.523291172619297,1024.799,13741.107,2492.6666666666665,78.96666666666667,122.00576576748132,149.59,1398.0380020824832,0.9966666666666668,187.9674831565501,24701.13942272463,219914.06048060989,49996.333333333336,100.24602062984584,40.2,7661.466666666667,10244.6,1753.6666666666667,3.8333333333333335,964.252,82.349,11312.766,82.04666666666667,183.0666666666667,3.62,1.04,1.2466666666666668,28.98,170.42,130188.33333333331,9425.634,5101.366666666666,1366.842,612.032,840549.0,937.9966666666666,85074372.39999999,3212470251.947827,2530119250.5415382,267744465.75116888,67575582.00000007,826098150.3333334,2746884700.0,7486405628.225709
2003-07-01,4055.1039239027295,2.549375,0.4366666666666667,829.91248425983,2727.7000000000003,668.3,5.7,0.927140625,17.555000000000003,165639.66666666666,6.133333333333333,138.06666666666666,5.5,7.693878971659421,1075.688,13970.157,2570.6666666666665,78.7,86.82261166667506,153.93,1555.51245212864,1.09,189.93033605263628,23732.140488459485,215875.6921726181,50608.66666666666,100.426724727265,40.26666666666667,7820.933333333333,10424.1,1889.6666666666667,3.633333333333333,973.697,82.822,11566.669,82.58666666666666,184.4333333333333,4.233333333333333,0.93,1.0166666666666666,30.21333333333333,173.78,130196.0,9558.974,5168.7,1392.121,651.745,860438.6666666666,1000.5033333333334,87263116.19999999,99028799.9904762,71212273.54153846,5456408.098925057,65329782.2,1196942588.3333333,2640695600.0,7347810939.606869
2003-10-01,4019.547633161908,2.428870967741936,0.1866666666666666,842.6265363817239,2727.833333333333,661.2333333333333,5.266666666666667,0.8802258064516129,17.136333333333333,165780.0,5.833333333333333,139.23333333333335,5.366666666666667,7.469509601545281,1135.903,14131.379,2616.6666666666665,78.7,64.24945814612542,160.33,2131.2241370044467,1.33,190.3200897117705,23068.787201104537,204681.12042683127,52243.66666666666,100.82438938194169,40.73333333333333,7913.466666666667,10452.766666666666,2035.6666666666667,3.9666666666666655,984.259,83.302,11772.234,82.993,185.13333333333333,4.286666666666666,0.9166666666666666,0.9966666666666668,31.19333333333333,177.7,130505.33333333331,9695.809,5256.0,1411.859,683.107,873071.0,1056.4233333333334,82012753.39999999,241428070.8571429,173612543.26153845,65951948.87987012,69288006.4,965489129.3333334,2678570500.0,7504556172.474191
